sample_id	tissue	color
GSM107140.CEL	mammary_like	"#1CE6FF"
GSM50057.CEL	mammary_like	"#1CE6FF"
GSM150947.CEL	mammary_like	"#1CE6FF"
577236553.CEL	mammary_like	"#1CE6FF"
GSM65364.CEL	mammary_like	"#1CE6FF"
GSM151068.CEL	mammary_like	"#1CE6FF"
GSM50126.CEL	mammary_like	"#1CE6FF"
GSM50056.CEL	mammary_like	"#1CE6FF"
GSM65855.CEL	mammary_like	"#1CE6FF"
577236791.CEL	mammary_like	"#1CE6FF"
GSM50069.CEL	mammary_like	"#1CE6FF"
GSM107227.CEL	mammary_like	"#1CE6FF"
GSM65822.CEL	mammary_like	"#1CE6FF"
GSM65789.CEL	mammary_like	"#1CE6FF"
577236645.CEL	mammary_like	"#1CE6FF"
GSM107122.CEL	mammary_like	"#1CE6FF"
GSM107131.CEL	mammary_like	"#1CE6FF"
GSM65797.CEL	mammary_like	"#1CE6FF"
GSM65351.CEL	mammary_like	"#1CE6FF"
GSM110755.CEL	mammary_like	"#1CE6FF"
GSM65319.CEL	mammary_like	"#1CE6FF"
GSM110694.CEL	mammary_like	"#1CE6FF"
GSM50063.CEL	mammary_like	"#1CE6FF"
GSM110716.CEL	mammary_like	"#1CE6FF"
GSM107079.CEL	mammary_like	"#1CE6FF"
GSM110706.CEL	mammary_like	"#1CE6FF"
GSM107120.CEL	mammary_like	"#1CE6FF"
GSM50036.CEL	mammary_like	"#1CE6FF"
GSM50044.CEL	mammary_like	"#1CE6FF"
GSM65346.CEL	mammary_like	"#1CE6FF"
GSM107090.CEL	mammary_like	"#1CE6FF"
GSM65325.CEL	mammary_like	"#1CE6FF"
GSM151044.CEL	mammary_like	"#1CE6FF"
GSM110633.CEL	mammary_like	"#1CE6FF"
GSM107164.CEL	mammary_like	"#1CE6FF"
GSM150999.CEL	mammary_like	"#1CE6FF"
GSM65849.CEL	mammary_like	"#1CE6FF"
GSM107144.CEL	mammary_like	"#1CE6FF"
GSM65345.CEL	mammary_like	"#1CE6FF"
577236916.CEL	mammary_like	"#1CE6FF"
GSM50039.CEL	mammary_like	"#1CE6FF"
GSM107115.CEL	mammary_like	"#1CE6FF"
GSM65348.CEL	mammary_like	"#1CE6FF"
GSM50060.CEL	mammary_like	"#1CE6FF"
GSM110726.CEL	mammary_like	"#1CE6FF"
GSM65874.CEL	mammary_like	"#1CE6FF"
GSM79127.CEL	mammary_like	"#1CE6FF"
GSM65786.CEL	mammary_like	"#1CE6FF"
GSM107145.CEL	mammary_like	"#1CE6FF"
GSM65783.CEL	mammary_like	"#1CE6FF"
GSM65852.CEL	mammary_like	"#1CE6FF"
GSM150987.CEL	mammary_like	"#1CE6FF"
GSM79132.CEL	mammary_like	"#1CE6FF"
GSM151031.CEL	mammary_like	"#1CE6FF"
GSM65342.CEL	mammary_like	"#1CE6FF"
GSM50052.CEL	mammary_like	"#1CE6FF"
GSM151045.CEL	mammary_like	"#1CE6FF"
GSM50118.CEL	mammary_like	"#1CE6FF"
GSM110693.CEL	mammary_like	"#1CE6FF"
GSM65810.CEL	mammary_like	"#1CE6FF"
GSM107160.CEL	mammary_like	"#1CE6FF"
GSM65365.CEL	mammary_like	"#1CE6FF"
GSM65839.CEL	mammary_like	"#1CE6FF"
GSM107179.CEL	mammary_like	"#1CE6FF"
GSM107124.CEL	mammary_like	"#1CE6FF"
577236752.CEL	mammary_like	"#1CE6FF"
GSM65857.CEL	mammary_like	"#1CE6FF"
GSM50098.CEL	mammary_like	"#1CE6FF"
GSM110692.CEL	mammary_like	"#1CE6FF"
GSM107195.CEL	mammary_like	"#1CE6FF"
GSM150805.CEL	mammary_like	"#1CE6FF"
GSM50084.CEL	mammary_like	"#1CE6FF"
GSM65814.CEL	mammary_like	"#1CE6FF"
GSM65361.CEL	mammary_like	"#1CE6FF"
GSM151009.CEL	mammary_like	"#1CE6FF"
GSM65765.CEL	mammary_like	"#1CE6FF"
GSM107155.CEL	mammary_like	"#1CE6FF"
GSM152357.CEL	mammary_like	"#1CE6FF"
577236876.CEL	mammary_like	"#1CE6FF"
GSM150978.CEL	mammary_like	"#1CE6FF"
GSM150983.CEL	mammary_like	"#1CE6FF"
GSM107072.CEL	mammary_like	"#1CE6FF"
GSM65353.CEL	mammary_like	"#1CE6FF"
GSM50083.CEL	mammary_like	"#1CE6FF"
GSM50113.CEL	mammary_like	"#1CE6FF"
GSM79254.CEL	mammary_like	"#1CE6FF"
GSM110872.CEL	mammary_like	"#1CE6FF"
GSM151058.CEL	mammary_like	"#1CE6FF"
GSM107188.CEL	mammary_like	"#1CE6FF"
GSM150952.CEL	mammary_like	"#1CE6FF"
577236592.CEL	mammary_like	"#1CE6FF"
GSM50123.CEL	mammary_like	"#1CE6FF"
GSM26910.CEL	mammary_like	"#1CE6FF"
GSM65808.CEL	mammary_like	"#1CE6FF"
GSM110829.CEL	mammary_like	"#1CE6FF"
GSM110765.CEL	mammary_like	"#1CE6FF"
GSM50051.CEL	mammary_like	"#1CE6FF"
GSM65773.CEL	mammary_like	"#1CE6FF"
GSM107103.CEL	mammary_like	"#1CE6FF"
GSM65842.CEL	mammary_like	"#1CE6FF"
577236579.CEL	mammary_like	"#1CE6FF"
GSM107110.CEL	mammary_like	"#1CE6FF"
GSM50092.CEL	mammary_like	"#1CE6FF"
GSM107156.CEL	mammary_like	"#1CE6FF"
GSM107112.CEL	mammary_like	"#1CE6FF"
GSM151057.CEL	mammary_like	"#1CE6FF"
GSM151025.CEL	mammary_like	"#1CE6FF"
GSM107143.CEL	mammary_like	"#1CE6FF"
GSM110773.CEL	mammary_like	"#1CE6FF"
GSM110678.CEL	mammary_like	"#1CE6FF"
GSM107083.CEL	mammary_like	"#1CE6FF"
GSM50116.CEL	mammary_like	"#1CE6FF"
GSM65823.CEL	mammary_like	"#1CE6FF"
GSM107089.CEL	mammary_like	"#1CE6FF"
GSM107073.CEL	mammary_like	"#1CE6FF"
GSM150974.CEL	mammary_like	"#1CE6FF"
GSM79237.CEL	mammary_like	"#1CE6FF"
GSM79278.CEL	mammary_like	"#1CE6FF"
GSM110855.CEL	mammary_like	"#1CE6FF"
GSM107138.CEL	mammary_like	"#1CE6FF"
GSM151056.CEL	mammary_like	"#1CE6FF"
GSM65368.CEL	mammary_like	"#1CE6FF"
GSM50119.CEL	mammary_like	"#1CE6FF"
GSM110713.CEL	mammary_like	"#1CE6FF"
GSM50107.CEL	mammary_like	"#1CE6FF"
GSM65838.CEL	mammary_like	"#1CE6FF"
GSM151067.CEL	mammary_like	"#1CE6FF"
577236930.CEL	mammary_like	"#1CE6FF"
GSM151027.CEL	mammary_like	"#1CE6FF"
GSM50048.CEL	mammary_like	"#1CE6FF"
GSM151059.CEL	mammary_like	"#1CE6FF"
GSM150799.CEL	mammary_like	"#1CE6FF"
GSM151039.CEL	mammary_like	"#1CE6FF"
GSM65803.CEL	mammary_like	"#1CE6FF"
GSM79170.CEL	mammary_like	"#1CE6FF"
GSM107198.CEL	mammary_like	"#1CE6FF"
GSM65340.CEL	mammary_like	"#1CE6FF"
GSM151043.CEL	mammary_like	"#1CE6FF"
GSM50105.CEL	mammary_like	"#1CE6FF"
GSM151041.CEL	mammary_like	"#1CE6FF"
GSM65832.CEL	mammary_like	"#1CE6FF"
GSM50122.CEL	mammary_like	"#1CE6FF"
GSM65799.CEL	mammary_like	"#1CE6FF"
GSM110858.CEL	mammary_like	"#1CE6FF"
GSM151023.CEL	mammary_like	"#1CE6FF"
GSM65355.CEL	mammary_like	"#1CE6FF"
GSM107194.CEL	mammary_like	"#1CE6FF"
GSM151066.CEL	mammary_like	"#1CE6FF"
GSM50080.CEL	mammary_like	"#1CE6FF"
GSM65793.CEL	mammary_like	"#1CE6FF"
GSM107168.CEL	mammary_like	"#1CE6FF"
GSM107215.CEL	mammary_like	"#1CE6FF"
GSM50073.CEL	mammary_like	"#1CE6FF"
GSM107125.CEL	mammary_like	"#1CE6FF"
577236540.CEL	mammary_like	"#1CE6FF"
577236618.CEL	mammary_like	"#1CE6FF"
GSM150962.CEL	mammary_like	"#1CE6FF"
577236506.CEL	mammary_like	"#1CE6FF"
GSM50104.CEL	mammary_like	"#1CE6FF"
GSM110795.CEL	mammary_like	"#1CE6FF"
GSM65862.CEL	mammary_like	"#1CE6FF"
GSM152354.CEL	mammary_like	"#1CE6FF"
GSM107221.CEL	mammary_like	"#1CE6FF"
GSM50066.CEL	mammary_like	"#1CE6FF"
GSM110629.CEL	mammary_like	"#1CE6FF"
GSM107157.CEL	mammary_like	"#1CE6FF"
GSM107204.CEL	mammary_like	"#1CE6FF"
GSM107207.CEL	mammary_like	"#1CE6FF"
GSM150798.CEL	mammary_like	"#1CE6FF"
GSM50062.CEL	mammary_like	"#1CE6FF"
GSM107139.CEL	mammary_like	"#1CE6FF"
GSM110730.CEL	mammary_like	"#1CE6FF"
GSM150797.CEL	mammary_like	"#1CE6FF"
GSM65350.CEL	mammary_like	"#1CE6FF"
GSM65359.CEL	mammary_like	"#1CE6FF"
GSM110861.CEL	mammary_like	"#1CE6FF"
577236467.CEL	mammary_like	"#1CE6FF"
GSM26874.CEL	mammary_like	"#1CE6FF"
GSM107132.CEL	mammary_like	"#1CE6FF"
GSM50129.CEL	mammary_like	"#1CE6FF"
GSM65772.CEL	mammary_like	"#1CE6FF"
GSM65845.CEL	mammary_like	"#1CE6FF"
GSM150996.CEL	mammary_like	"#1CE6FF"
GSM110741.CEL	mammary_like	"#1CE6FF"
GSM151017.CEL	mammary_like	"#1CE6FF"
GSM110796.CEL	mammary_like	"#1CE6FF"
GSM150949.CEL	mammary_like	"#1CE6FF"
GSM110664.CEL	mammary_like	"#1CE6FF"
GSM150957.CEL	mammary_like	"#1CE6FF"
GSM65828.CEL	mammary_like	"#1CE6FF"
GSM151053.CEL	mammary_like	"#1CE6FF"
GSM107191.CEL	mammary_like	"#1CE6FF"
GSM110752.CEL	mammary_like	"#1CE6FF"
577236567.CEL	mammary_like	"#1CE6FF"
GSM65769.CEL	mammary_like	"#1CE6FF"
GSM150977.CEL	mammary_like	"#1CE6FF"
GSM50041.CEL	mammary_like	"#1CE6FF"
GSM107080.CEL	mammary_like	"#1CE6FF"
GSM107154.CEL	mammary_like	"#1CE6FF"
GSM79360.CEL	mammary_like	"#1CE6FF"
GSM50049.CEL	mammary_like	"#1CE6FF"
GSM65877.CEL	mammary_like	"#1CE6FF"
GSM110839.CEL	mammary_like	"#1CE6FF"
GSM79294.CEL	mammary_like	"#1CE6FF"
GSM110774.CEL	mammary_like	"#1CE6FF"
GSM107210.CEL	mammary_like	"#1CE6FF"
GSM65339.CEL	mammary_like	"#1CE6FF"
GSM65870.CEL	mammary_like	"#1CE6FF"
GSM150967.CEL	mammary_like	"#1CE6FF"
GSM65762.CEL	mammary_like	"#1CE6FF"
GSM65337.CEL	mammary_like	"#1CE6FF"
GSM65785.CEL	mammary_like	"#1CE6FF"
GSM107093.CEL	mammary_like	"#1CE6FF"
GSM110761.CEL	mammary_like	"#1CE6FF"
GSM107170.CEL	mammary_like	"#1CE6FF"
GSM107128.CEL	mammary_like	"#1CE6FF"
GSM65371.CEL	mammary_like	"#1CE6FF"
GSM110728.CEL	mammary_like	"#1CE6FF"
GSM107208.CEL	mammary_like	"#1CE6FF"
GSM151050.CEL	mammary_like	"#1CE6FF"
GSM150958.CEL	mammary_like	"#1CE6FF"
GSM65375.CEL	mammary_like	"#1CE6FF"
GSM79307.CEL	mammary_like	"#1CE6FF"
GSM107185.CEL	mammary_like	"#1CE6FF"
GSM65790.CEL	mammary_like	"#1CE6FF"
GSM65847.CEL	mammary_like	"#1CE6FF"
GSM151036.CEL	mammary_like	"#1CE6FF"
GSM107097.CEL	mammary_like	"#1CE6FF"
GSM65784.CEL	mammary_like	"#1CE6FF"
GSM50088.CEL	mammary_like	"#1CE6FF"
GSM50034.CEL	mammary_like	"#1CE6FF"
GSM107162.CEL	mammary_like	"#1CE6FF"
GSM107119.CEL	mammary_like	"#1CE6FF"
GSM107150.CEL	mammary_like	"#1CE6FF"
GSM50111.CEL	mammary_like	"#1CE6FF"
GSM65781.CEL	mammary_like	"#1CE6FF"
GSM50130.CEL	mammary_like	"#1CE6FF"
GSM65341.CEL	mammary_like	"#1CE6FF"
GSM50090.CEL	mammary_like	"#1CE6FF"
GSM50097.CEL	mammary_like	"#1CE6FF"
GSM110804.CEL	mammary_like	"#1CE6FF"
GSM50102.CEL	mammary_like	"#1CE6FF"
GSM79276.CEL	mammary_like	"#1CE6FF"
GSM50050.CEL	mammary_like	"#1CE6FF"
GSM150968.CEL	mammary_like	"#1CE6FF"
GSM107176.CEL	mammary_like	"#1CE6FF"
GSM151047.CEL	mammary_like	"#1CE6FF"
GSM107113.CEL	mammary_like	"#1CE6FF"
GSM79329.CEL	mammary_like	"#1CE6FF"
GSM150975.CEL	mammary_like	"#1CE6FF"
GSM110778.CEL	mammary_like	"#1CE6FF"
GSM110720.CEL	mammary_like	"#1CE6FF"
GSM65378.CEL	mammary_like	"#1CE6FF"
GSM65760.CEL	mammary_like	"#1CE6FF"
GSM26912.CEL	mammary_like	"#1CE6FF"
GSM50040.CEL	mammary_like	"#1CE6FF"
GSM107173.CEL	mammary_like	"#1CE6FF"
GSM107142.CEL	mammary_like	"#1CE6FF"
GSM50131.CEL	mammary_like	"#1CE6FF"
GSM50077.CEL	mammary_like	"#1CE6FF"
GSM26908.CEL	mammary_like	"#1CE6FF"
GSM65805.CEL	mammary_like	"#1CE6FF"
GSM151024.CEL	mammary_like	"#1CE6FF"
GSM65758.CEL	mammary_like	"#1CE6FF"
GSM50100.CEL	mammary_like	"#1CE6FF"
GSM79293.CEL	mammary_like	"#1CE6FF"
GSM107129.CEL	mammary_like	"#1CE6FF"
GSM65871.CEL	mammary_like	"#1CE6FF"
GSM110782.CEL	mammary_like	"#1CE6FF"
GSM107141.CEL	mammary_like	"#1CE6FF"
GSM65811.CEL	mammary_like	"#1CE6FF"
GSM65869.CEL	mammary_like	"#1CE6FF"
GSM79325.CEL	mammary_like	"#1CE6FF"
GSM110689.CEL	mammary_like	"#1CE6FF"
GSM65798.CEL	mammary_like	"#1CE6FF"
GSM110751.CEL	mammary_like	"#1CE6FF"
GSM110740.CEL	mammary_like	"#1CE6FF"
GSM107158.CEL	mammary_like	"#1CE6FF"
GSM151061.CEL	mammary_like	"#1CE6FF"
GSM150794.CEL	mammary_like	"#1CE6FF"
GSM65858.CEL	mammary_like	"#1CE6FF"
577236605.CEL	mammary_like	"#1CE6FF"
GSM50072.CEL	mammary_like	"#1CE6FF"
GSM150801.CEL	mammary_like	"#1CE6FF"
GSM110640.CEL	mammary_like	"#1CE6FF"
GSM50068.CEL	mammary_like	"#1CE6FF"
GSM152358.CEL	mammary_like	"#1CE6FF"
GSM65343.CEL	mammary_like	"#1CE6FF"
GSM65854.CEL	mammary_like	"#1CE6FF"
GSM79121.CEL	mammary_like	"#1CE6FF"
GSM107184.CEL	mammary_like	"#1CE6FF"
GSM65775.CEL	mammary_like	"#1CE6FF"
GSM65863.CEL	mammary_like	"#1CE6FF"
GSM150796.CEL	mammary_like	"#1CE6FF"
GSM65864.CEL	mammary_like	"#1CE6FF"
GSM107121.CEL	mammary_like	"#1CE6FF"
GSM110842.CEL	mammary_like	"#1CE6FF"
GSM65872.CEL	mammary_like	"#1CE6FF"
GSM65873.CEL	mammary_like	"#1CE6FF"
GSM50096.CEL	mammary_like	"#1CE6FF"
GSM65752.CEL	mammary_like	"#1CE6FF"
GSM110745.CEL	mammary_like	"#1CE6FF"
GSM65754.CEL	mammary_like	"#1CE6FF"
GSM65868.CEL	mammary_like	"#1CE6FF"
GSM65816.CEL	mammary_like	"#1CE6FF"
GSM65379.CEL	mammary_like	"#1CE6FF"
GSM65794.CEL	mammary_like	"#1CE6FF"
GSM107135.CEL	mammary_like	"#1CE6FF"
577236726.CEL	mammary_like	"#1CE6FF"
GSM65824.CEL	mammary_like	"#1CE6FF"
GSM107098.CEL	mammary_like	"#1CE6FF"
GSM150803.CEL	mammary_like	"#1CE6FF"
GSM65347.CEL	mammary_like	"#1CE6FF"
GSM151021.CEL	mammary_like	"#1CE6FF"
GSM79271.CEL	mammary_like	"#1CE6FF"
GSM151026.CEL	mammary_like	"#1CE6FF"
GSM65841.CEL	mammary_like	"#1CE6FF"
GSM65835.CEL	mammary_like	"#1CE6FF"
GSM65802.CEL	mammary_like	"#1CE6FF"
GSM150961.CEL	mammary_like	"#1CE6FF"
GSM107081.CEL	mammary_like	"#1CE6FF"
GSM110799.CEL	mammary_like	"#1CE6FF"
GSM110873.CEL	mammary_like	"#1CE6FF"
GSM150944.CEL	mammary_like	"#1CE6FF"
GSM65827.CEL	mammary_like	"#1CE6FF"
GSM65860.CEL	mammary_like	"#1CE6FF"
GSM107202.CEL	mammary_like	"#1CE6FF"
GSM107205.CEL	mammary_like	"#1CE6FF"
GSM150979.CEL	mammary_like	"#1CE6FF"
GSM107181.CEL	mammary_like	"#1CE6FF"
577236778.CEL	mammary_like	"#1CE6FF"
GSM150948.CEL	mammary_like	"#1CE6FF"
GSM110853.CEL	mammary_like	"#1CE6FF"
GSM107099.CEL	mammary_like	"#1CE6FF"
GSM79142.CEL	mammary_like	"#1CE6FF"
GSM50091.CEL	mammary_like	"#1CE6FF"
GSM50125.CEL	mammary_like	"#1CE6FF"
GSM65867.CEL	mammary_like	"#1CE6FF"
GSM65320.CEL	mammary_like	"#1CE6FF"
GSM151003.CEL	mammary_like	"#1CE6FF"
GSM65795.CEL	mammary_like	"#1CE6FF"
GSM79336.CEL	mammary_like	"#1CE6FF"
GSM79295.CEL	mammary_like	"#1CE6FF"
GSM110831.CEL	mammary_like	"#1CE6FF"
GSM79344.CEL	mammary_like	"#1CE6FF"
GSM110748.CEL	mammary_like	"#1CE6FF"
GSM151035.CEL	mammary_like	"#1CE6FF"
GSM107163.CEL	mammary_like	"#1CE6FF"
GSM107180.CEL	mammary_like	"#1CE6FF"
GSM151062.CEL	mammary_like	"#1CE6FF"
577236833.CEL	mammary_like	"#1CE6FF"
GSM65761.CEL	mammary_like	"#1CE6FF"
GSM151037.CEL	mammary_like	"#1CE6FF"
GSM107161.CEL	mammary_like	"#1CE6FF"
GSM110714.CEL	mammary_like	"#1CE6FF"
GSM65764.CEL	mammary_like	"#1CE6FF"
GSM79158.CEL	mammary_like	"#1CE6FF"
GSM110841.CEL	mammary_like	"#1CE6FF"
GSM65349.CEL	mammary_like	"#1CE6FF"
GSM110710.CEL	mammary_like	"#1CE6FF"
GSM79187.CEL	mammary_like	"#1CE6FF"
GSM110721.CEL	mammary_like	"#1CE6FF"
GSM65331.CEL	mammary_like	"#1CE6FF"
GSM107196.CEL	mammary_like	"#1CE6FF"
GSM50128.CEL	mammary_like	"#1CE6FF"
GSM150959.CEL	mammary_like	"#1CE6FF"
GSM65830.CEL	mammary_like	"#1CE6FF"
GSM50109.CEL	mammary_like	"#1CE6FF"
GSM50064.CEL	mammary_like	"#1CE6FF"
GSM65354.CEL	mammary_like	"#1CE6FF"
GSM65377.CEL	mammary_like	"#1CE6FF"
GSM107167.CEL	mammary_like	"#1CE6FF"
GSM107092.CEL	mammary_like	"#1CE6FF"
GSM65804.CEL	mammary_like	"#1CE6FF"
GSM50061.CEL	mammary_like	"#1CE6FF"
GSM50054.CEL	mammary_like	"#1CE6FF"
GSM150946.CEL	mammary_like	"#1CE6FF"
GSM50067.CEL	mammary_like	"#1CE6FF"
GSM65840.CEL	mammary_like	"#1CE6FF"
GSM50082.CEL	mammary_like	"#1CE6FF"
577236527.CEL	mammary_like	"#1CE6FF"
GSM50065.CEL	mammary_like	"#1CE6FF"
GSM107136.CEL	mammary_like	"#1CE6FF"
GSM107174.CEL	mammary_like	"#1CE6FF"
GSM79227.CEL	mammary_like	"#1CE6FF"
GSM65834.CEL	mammary_like	"#1CE6FF"
GSM150965.CEL	mammary_like	"#1CE6FF"
GSM65806.CEL	mammary_like	"#1CE6FF"
GSM110860.CEL	mammary_like	"#1CE6FF"
577236956.CEL	mammary_like	"#1CE6FF"
GSM150950.CEL	mammary_like	"#1CE6FF"
GSM107082.CEL	mammary_like	"#1CE6FF"
GSM151016.CEL	mammary_like	"#1CE6FF"
GSM50101.CEL	mammary_like	"#1CE6FF"
GSM65850.CEL	mammary_like	"#1CE6FF"
GSM150956.CEL	mammary_like	"#1CE6FF"
GSM107186.CEL	mammary_like	"#1CE6FF"
GSM79212.CEL	mammary_like	"#1CE6FF"
GSM110699.CEL	mammary_like	"#1CE6FF"
GSM110823.CEL	mammary_like	"#1CE6FF"
GSM110667.CEL	mammary_like	"#1CE6FF"
GSM107192.CEL	mammary_like	"#1CE6FF"
GSM50089.CEL	mammary_like	"#1CE6FF"
GSM50095.CEL	mammary_like	"#1CE6FF"
GSM110826.CEL	mammary_like	"#1CE6FF"
GSM107147.CEL	mammary_like	"#1CE6FF"
GSM79222.CEL	mammary_like	"#1CE6FF"
GSM107104.CEL	mammary_like	"#1CE6FF"
GSM151020.CEL	mammary_like	"#1CE6FF"
GSM79209.CEL	mammary_like	"#1CE6FF"
GSM65836.CEL	mammary_like	"#1CE6FF"
GSM65859.CEL	mammary_like	"#1CE6FF"
GSM107199.CEL	mammary_like	"#1CE6FF"
GSM65366.CEL	mammary_like	"#1CE6FF"
GSM151046.CEL	mammary_like	"#1CE6FF"
GSM65846.CEL	mammary_like	"#1CE6FF"
GSM50037.CEL	mammary_like	"#1CE6FF"
GSM79164.CEL	mammary_like	"#1CE6FF"
GSM107085.CEL	mammary_like	"#1CE6FF"
GSM107146.CEL	mammary_like	"#1CE6FF"
GSM110750.CEL	mammary_like	"#1CE6FF"
GSM151012.CEL	mammary_like	"#1CE6FF"
GSM150970.CEL	mammary_like	"#1CE6FF"
GSM65336.CEL	mammary_like	"#1CE6FF"
GSM151008.CEL	mammary_like	"#1CE6FF"
GSM150804.CEL	mammary_like	"#1CE6FF"
GSM150988.CEL	mammary_like	"#1CE6FF"
GSM110827.CEL	mammary_like	"#1CE6FF"
GSM150795.CEL	mammary_like	"#1CE6FF"
GSM65825.CEL	mammary_like	"#1CE6FF"
GSM65875.CEL	mammary_like	"#1CE6FF"
GSM65332.CEL	mammary_like	"#1CE6FF"
GSM110698.CEL	mammary_like	"#1CE6FF"
GSM65770.CEL	mammary_like	"#1CE6FF"
GSM79161.CEL	mammary_like	"#1CE6FF"
GSM65844.CEL	mammary_like	"#1CE6FF"
GSM107177.CEL	mammary_like	"#1CE6FF"
GSM26881.CEL	mammary_like	"#1CE6FF"
GSM150982.CEL	mammary_like	"#1CE6FF"
GSM15702.CEL	lung_like	"#008941"
GSM15740.CEL	lung_like	"#008941"
GSM15709.CEL	lung_like	"#008941"
GSM15693.CEL	lung_like	"#008941"
GSM15695.CEL	lung_like	"#008941"
GSM15730.CEL	lung_like	"#008941"
GSM15706.CEL	lung_like	"#008941"
GSM15714.CEL	lung_like	"#008941"
GSM15703.CEL	lung_like	"#008941"
GSM15712.CEL	lung_like	"#008941"
GSM15705.CEL	lung_like	"#008941"
GSM15710.CEL	lung_like	"#008941"
GSM15717.CEL	lung_like	"#008941"
GSM15696.CEL	lung_like	"#008941"
GSM15707.CEL	lung_like	"#008941"
GSM15729.CEL	lung_like	"#008941"
GSM15704.CEL	lung_like	"#008941"
GSM15697.CEL	lung_like	"#008941"
GSM15713.CEL	lung_like	"#008941"
GSM15739.CEL	lung_like	"#008941"
GSM15734.CEL	lung_like	"#008941"
GSM15711.CEL	lung_like	"#008941"
GSM15694.CEL	lung_like	"#008941"
GSM15701.CEL	lung_like	"#008941"
GSM15716.CEL	lung_like	"#008941"
GSM15731.CEL	lung_like	"#008941"
GSM15735.CEL	lung_like	"#008941"
GSM36440.CEL	lung_like	"#008941"
GSM36454.CEL	lung_like	"#008941"
GSM36448.CEL	lung_like	"#008941"
GSM36439.CEL	lung_like	"#008941"
GSM36424.CEL	lung_like	"#008941"
GSM36443.CEL	lung_like	"#008941"
GSM36435.CEL	lung_like	"#008941"
GSM36437.CEL	lung_like	"#008941"
GSM36430.CEL	lung_like	"#008941"
GSM36429.CEL	lung_like	"#008941"
GSM36455.CEL	lung_like	"#008941"
GSM36447.CEL	lung_like	"#008941"
GSM36425.CEL	lung_like	"#008941"
GSM36449.CEL	lung_like	"#008941"
GSM36451.CEL	lung_like	"#008941"
GSM36446.CEL	lung_like	"#008941"
GSM36442.CEL	lung_like	"#008941"
GSM36427.CEL	lung_like	"#008941"
GSM36428.CEL	lung_like	"#008941"
GSM36450.CEL	lung_like	"#008941"
GSM36444.CEL	lung_like	"#008941"
GSM36426.CEL	lung_like	"#008941"
GSM36456.CEL	lung_like	"#008941"
GSM36445.CEL	lung_like	"#008941"
GSM36441.CEL	lung_like	"#008941"
GSM36433.CEL	lung_like	"#008941"
GSM36452.CEL	lung_like	"#008941"
GSM36423.CEL	lung_like	"#008941"
GSM36436.CEL	lung_like	"#008941"
1229967896.CEL	mammary_like	"#1CE6FF"
586618939.CEL	mammary_like	"#1CE6FF"
586618880.CEL	mammary_like	"#1CE6FF"
586618841.CEL	mammary_like	"#1CE6FF"
586618963.CEL	mammary_like	"#1CE6FF"
586619011.CEL	mammary_like	"#1CE6FF"
586619036.CEL	mammary_like	"#1CE6FF"
586618987.CEL	mammary_like	"#1CE6FF"
586618914.CEL	mammary_like	"#1CE6FF"
586619060.CEL	mammary_like	"#1CE6FF"
1229968168.CEL	mammary_like	"#1CE6FF"
1229968016.CEL	mammary_like	"#1CE6FF"
1229967904.CEL	mammary_like	"#1CE6FF"
GSM73025.CEL	muscle_like	"#FFFF00"
GSM73021.CEL	muscle_like	"#FFFF00"
GSM73022.CEL	muscle_like	"#FFFF00"
354960185.CEL	colon_like	"#0000A6"
GSM140894.CEL	colon_like	"#0000A6"
354960460.CEL	colon_like	"#0000A6"
354960130.CEL	colon_like	"#0000A6"
354960075.CEL	colon_like	"#0000A6"
354960295.CEL	colon_like	"#0000A6"
354960350.CEL	colon_like	"#0000A6"
GSM140892.CEL	colon_like	"#0000A6"
GSM140898.CEL	colon_like	"#0000A6"
GSM140897.CEL	colon_like	"#0000A6"
354960405.CEL	colon_like	"#0000A6"
GSM140899.CEL	colon_like	"#0000A6"
GSM140895.CEL	colon_like	"#0000A6"
GSM140896.CEL	colon_like	"#0000A6"
GSM140893.CEL	colon_like	"#0000A6"
GSM133657.CEL	kidney_like	"#5A0007"
GSM108801.CEL	lung_like	"#008941"
GSM159366.CEL	lung_like	"#008941"
GSM159360.CEL	lung_like	"#008941"
GSM159355.CEL	lung_like	"#008941"
GSM159362.CEL	lung_like	"#008941"
GSM159373.CEL	lung_like	"#008941"
GSM159374.CEL	lung_like	"#008941"
GSM159364.CEL	lung_like	"#008941"
GSM159369.CEL	lung_like	"#008941"
GSM159358.CEL	lung_like	"#008941"
GSM159370.CEL	lung_like	"#008941"
GSM159356.CEL	lung_like	"#008941"
GSM159367.CEL	lung_like	"#008941"
GSM159365.CEL	lung_like	"#008941"
GSM159371.CEL	lung_like	"#008941"
GSM159363.CEL	lung_like	"#008941"
GSM159357.CEL	lung_like	"#008941"
GSM108805.CEL	lung_like	"#008941"
1229967920.CEL	mammary_like	"#1CE6FF"
356368414.CEL	brain_caudate_nucleus_like	"#000035"
356371641.CEL	brain_caudate_nucleus_like	"#000035"
356373244.CEL	brain_caudate_nucleus_like	"#000035"
356368973.CEL	brain_caudate_nucleus_like	"#000035"
356372316.CEL	brain_caudate_nucleus_like	"#000035"
356357404.CEL	brain_caudate_nucleus_like	"#000035"
356360536.CEL	brain_caudate_nucleus_like	"#000035"
356367718.CEL	brain_caudate_nucleus_like	"#000035"
356360652.CEL	brain_caudate_nucleus_like	"#000035"
356360884.CEL	brain_caudate_nucleus_like	"#000035"
